Title,Issue_Title,Issue_URL
"Volume 30 Issue 1, March 2015",Exploring Big Data's Strategic Consequences,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.29
"Volume 30 Issue 1, March 2015",Big Data Revisited: A Rejoinder,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.36
"Volume 30 Issue 1, March 2015",Big other: Surveillance Capitalism and the Prospects of an Information Civilization,https://journals.sagepub.com/doi/abs/10.1057/jit.2015.5
"Volume 30 Issue 1, March 2015","Maybe not the King, but an Invaluable Subordinate: A Commentary on Avison and Malaurent's Advocacy of ‘Theory Light’ is Research",https://journals.sagepub.com/doi/abs/10.1057/jit.2015.4
"Volume 29 Issue 4, December 2014",A Critical Analysis of Decision Support Systems Research Revisited: The Rise of Design Science,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.16
"Volume 29 Issue 4, December 2014","Routines, Artefacts and Technological Change: Investigating the Transformation of Criminal Justice in England and Wales",https://journals.sagepub.com/doi/abs/10.1057/jit.2014.10
"Volume 29 Issue 4, December 2014",Design for Maintenance: How Kms Document Linking Decisions Affect Maintenance Effort and Use,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.5
"Volume 29 Issue 4, December 2014",Is Theory King?: Questioning the Theory Fetish in Information Systems,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.8
"Volume 29 Issue 4, December 2014",Theory - Still King but Needing a Revolution!,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.22
"Volume 29 Issue 4, December 2014","Maybe Not the King, but An Invaluable Subordinate: A Commentary on Avison and Malaurent's Advocacy of ‘Theory Light’ is Research",https://journals.sagepub.com/doi/abs/10.1057/jit.2014.19
"Volume 29 Issue 4, December 2014",From ‘Theory Light’ to Theorizing: A Reaction to Avison and Malaurent,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.20
"Volume 29 Issue 4, December 2014","Theory is King? but First, What is Theory?",https://journals.sagepub.com/doi/abs/10.1057/jit.2014.23
"Volume 29 Issue 4, December 2014",Taking Theory Too Far? A Commentary on Avison and Malaurent,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.21
"Volume 29 Issue 4, December 2014",The Power of An Intellectual Account: Developing Stories of the Digital Age,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.18
"Volume 29 Issue 4, December 2014",Is Theory King?: A Rejoinder,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.24
"Volume 29 Issue 3, September 2014","IT Resources, Organizational Capabilities, and Value Creation in Public-Sector Organizations: A Public-Value Management Perspective",https://journals.sagepub.com/doi/abs/10.1057/jit.2014.2
"Volume 29 Issue 3, September 2014",Special Issue on Information Technology in China,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.14
"Volume 29 Issue 3, September 2014",Research on IT in China: A Call for Greater Contextualization,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.15
"Volume 29 Issue 3, September 2014",Network Relations and Boundary Spanning: Understanding the Evolution of E-Ordering in the Chinese Drug Distribution Industry,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.27
"Volume 29 Issue 3, September 2014",Can Customer Satisfaction and Dissatisfaction Coexist? An Issue of Telecommunication Service in China,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.26
"Volume 29 Issue 3, September 2014",How Do IT Outsourcing Vendors Respond to Shocks in Client Demand? A Resource Dependence Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.28
"Volume 29 Issue 2, June 2014",Special Issue on Leveraging the IS Organization for Business Value Creation,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.4
"Volume 29 Issue 2, June 2014",Management Commitments that Maximize Business Impact from IT,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.7
"Volume 29 Issue 2, June 2014",Business Value through Controlled IT: Toward An Integrated Model of IT Governance Success and Its Impact,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.3
"Volume 29 Issue 2, June 2014",The Effect of Social Network Structures at the Business/IT Interface on IT Application Change Effectiveness,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.6
"Volume 29 Issue 2, June 2014",Exploring Multi-Actor Value Creation in IT Service Processes,https://journals.sagepub.com/doi/abs/10.1057/jit.2014.1
"Volume 29 Issue 1, March 2014",Return Visits: A Review of how Web Site Design Can Engender Visitor Loyalty,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.25
"Volume 29 Issue 1, March 2014",Managing Technological Change in the Digital Age: The Role of Architectural Frames,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.30
"Volume 29 Issue 1, March 2014",The Role of Investment Management Systems in Regulatory Compliance: A Post-Financial Crisis Study of Displacement Mechanisms,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.16
"Volume 29 Issue 1, March 2014",Institutionalizing Operational Risk Management: An Empirical Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.15
"Volume 29 Issue 1, March 2014",Toward a Process-Based View of Information Technology Acceptance,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.31
"Volume 29 Issue 1, March 2014",Everything Counts in Large Amounts: A Critical Realist Case Study on Data-Based Production,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.29
"Volume 28 Issue 4, December 2013",Special Issue on IT Innovation in Emerging Economies,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.24
"Volume 28 Issue 4, December 2013",ICT Innovation in Emerging Economies: A Review of the Existing Literature and a Framework for Future Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.20
"Volume 28 Issue 4, December 2013",Impact of ICT-Enabled Product and Process Innovations at the Bottom of the Pyramid: A Market Separations Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.21
"Volume 28 Issue 4, December 2013",Innovation and Scaling of ICT for the Bottom-Of-The-Pyramid,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.19
"Volume 28 Issue 4, December 2013",Public ICT Innovations: A Strategic Ambiguity Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.18
"Volume 28 Issue 4, December 2013",When the River Leaves Its Bed: Analyzing Deviations between Planned and Actual Interaction Structures in IT Change Processes,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.23
"Volume 28 Issue 4, December 2013",Key Information Technology and Management Issues 2012-2013: An International Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.22
"Volume 28 Issue 3, September 2013",Towards An Understanding of Identity and Technology in the Workplace,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.32
"Volume 28 Issue 3, September 2013",Capability Search and Redeem across Digital Ecosystems,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.14
"Volume 28 Issue 3, September 2013",Language Quality in Requirements Development: Tracing Communication in the Process of Information Systems Development,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.33
"Volume 28 Issue 3, September 2013",Using Grounded Theory Method in Information Systems: The Researcher as Blank Slate and Other Myths,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.34
"Volume 28 Issue 3, September 2013",On Emergence and Forcing in Information Systems Grounded Theory Studies: The Case of Strauss and Corbin,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.17
"Volume 28 Issue 2, June 2013","Contributions, Topics, and Methods",https://journals.sagepub.com/doi/abs/10.1057/jit.2013.9
"Volume 28 Issue 2, June 2013",Morning Dew on the web in Australia: 1992–1995,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.11
"Volume 28 Issue 2, June 2013",History and IS – Broadening Our View and Understanding: Actor–Network Theory as a Methodology,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.6
"Volume 28 Issue 2, June 2013",The Rise and Decline of the Ethics Methodology of Systems Implementation: Lessons for IS Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.7
"Volume 28 Issue 2, June 2013",The Making of Institutions of Information Governance: The Case of the Internet Governance Forum,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.8
"Volume 28 Issue 2, June 2013","The Ongoing Quest for the it Artifact: Looking Back, Moving Forward",https://journals.sagepub.com/doi/abs/10.1057/jit.2013.10
"Volume 28 Issue 1, March 2013",Information Systems History: What is History? What is is History? What is History? … and Why Even Bother with History?,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.3
"Volume 28 Issue 1, March 2013",The History of the Internet: The Missing Narratives,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.4
"Volume 28 Issue 1, March 2013",Understanding the Dominance and Advocacy of the Design-Oriented Research Approach in the Business Informatics Community: A History-Based Examination,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.1
"Volume 28 Issue 1, March 2013",Outsiders: An Exploratory History of IS in Corporations,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.2
"Volume 28 Issue 1, March 2013",Why Then Did the X.400 E-mail Standard Fail? Reasons and Lessons to be Learned,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.35
"Volume 28 Issue 1, March 2013",Research in Information Systems: A Study of Diversity and Inter-Disciplinary Discourse in the AIS Basket Journals between 1995 and 2011,https://journals.sagepub.com/doi/abs/10.1057/jit.2013.5
"Volume 27 Issue 4, December 2012",Enterprise Systems Projects: The Role of Liminal Space in Enterprise Systems Implementation,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.22
"Volume 27 Issue 4, December 2012",A Historical Review of the Information Technology and Business Process Captive Centre Sector,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.26
"Volume 27 Issue 4, December 2012",Internet Censorship Circumvention Technology Use in Human Rights Organizations: An Exploratory Analysis,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.20
"Volume 27 Issue 4, December 2012",Studying Cyborgs: Re-Examining Internet Studies as Human Subjects Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.30
"Volume 27 Issue 4, December 2012",Studying Cyborgs: Re-Examining Internet Studies as Human Subjects Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.25
"Volume 27 Issue 4, December 2012",Being Human and the Internet: Against Dichotomies,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.29
"Volume 27 Issue 4, December 2012",Preserving Opportunities in Internet Research: A Commentary on ‘Studying Cyborgs’,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.27
"Volume 27 Issue 4, December 2012",IS Research Stakeholders and Cyborgs: An Opportunity to Revisit the Normative IS Agenda,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.28
"Volume 27 Issue 4, December 2012",The Privacy Rights of Cyborgs,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.23
"Volume 27 Issue 4, December 2012",ICT for Development: Solutions Seeking Problems?,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.19
"Volume 27 Issue 4, December 2012",Deriving An ICT4D Research Agenda: A Commentary on ‘Information and Communication Technologies for Development (ICT4D): Solutions Seeking Problems?’,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.31
"Volume 27 Issue 4, December 2012",Commentary,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.21
"Volume 27 Issue 4, December 2012",Problems with Solutions Seeking Problems: Debating ICT for Development,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.24
"Volume 27 Issue 3, September 2012",A Critical Review of Cloud Computing: Researching Desires and Realities,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.17
"Volume 27 Issue 3, September 2012",Key Information Technology and Management Issues 2011–2012: An International Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.14
"Volume 27 Issue 3, September 2012",Mindfully Resisting the Bandwagon: Reconceptualising IT Innovation Assimilation in Highly Turbulent Environments,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.13
"Volume 27 Issue 3, September 2012",Institutional Isomorphism and Change: The National Programme for IT – 10 Years On,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.18
"Volume 27 Issue 3, September 2012",Discursive Formations and Trans-Disciplinary Agendas: A Response to Walsham,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.15
"Volume 27 Issue 3, September 2012",A Better World with ICTs? Response to the Commentaries,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.16
"Volume 27 Issue 2, June 2012",Are We Making a Better World with Icts? Reflections on a Future Agenda for the IS Field,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.4
"Volume 27 Issue 2, June 2012",Making Better Choices: A Response to Walsham,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.9
"Volume 27 Issue 2, June 2012",The Future of the Information Systems Discipline: A Response to Walsham,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.10
"Volume 27 Issue 2, June 2012",Making a World of a Difference,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.7
"Volume 27 Issue 2, June 2012",IS and Its Agenda,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.12
"Volume 27 Issue 2, June 2012",From Espoused Values to Action: A Commentary on ‘Are We Making a Better World with ICTs?’,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.6
"Volume 27 Issue 2, June 2012",In Need of Narratives of IS,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.11
"Volume 27 Issue 2, June 2012",Will Making the World Better through ICT Make the is Field Better Off?,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.8
"Volume 27 Issue 2, June 2012",Seizing the Opportunity: Towards a Historiography of Information Systems,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.1
"Volume 27 Issue 2, June 2012",The Design Construct in Information Systems Design Science,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.5
"Volume 27 Issue 2, June 2012",Knowledge Management Governance: The Road to Continuous Benefits Realization,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.31
"Volume 27 Issue 2, June 2012",An Empirical Examination of Antecedents and Consequences of IT Governance in US Hospitals,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.3
"Volume 27 Issue 2, June 2012",Erratum: IS Research Methods: Inclusive Or Exclusive?,https://journals.sagepub.com/doi/abs/10.1057/jit.2012.2
"Volume 27 Issue 1, March 2012",Factors Affecting the Successful Realisation of Benefits from Systems Development Projects: Findings from Three Case Studies,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.8
"Volume 27 Issue 1, March 2012",Information Technology Project Risk Management: Bridging the Gap between Research and Practice,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.29
"Volume 27 Issue 1, March 2012",The Dynamics of Client-Consultant Relationships: Exploring the Interplay of Power and Knowledge,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.32
"Volume 27 Issue 1, March 2012",Organizational Design of it Supplier Relationship Management: A Multiple Case Study of Five Client Companies,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.30
"Volume 27 Issue 1, March 2012",From Recreational Applications to Workplace Technologies: An Empirical Study of Cross-Context IS Continuance in the Case of Virtual Worlds,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.18
"Volume 26 Issue 4, December 2011",Business Process Outsourcing Studies: A Critical Review and Research Directions,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.25
"Volume 26 Issue 4, December 2011",MIS and Illusions of Control: An Analysis of the Risks of Risk Management,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.9
"Volume 26 Issue 4, December 2011",MIS: The Urge to Control and the Control of Illusions – towards a Dialectic,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.12
"Volume 26 Issue 4, December 2011","Beyond Health Warnings: Risk, Regulation, Failure and the Paradoxes of Risk Management",https://journals.sagepub.com/doi/abs/10.1057/jit.2011.15
"Volume 26 Issue 4, December 2011",The Risk of Risk Registers – Managing Risk is Managing Discourse Not Tools,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.13
"Volume 26 Issue 4, December 2011",Mirage Or Implementation Pitfalls – in Defence of Risk Registers as An Effective Risk Management Tool,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.16
"Volume 26 Issue 4, December 2011",Managing Illusions of Control,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.14
"Volume 26 Issue 4, December 2011",Risk as ‘Make-Believe’: The Case of Child Protection,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.11
"Volume 26 Issue 4, December 2011","‘Fools with Tools’, Mirrors of Imagination, Masks of Science and Electronic Metonyms: A Response",https://journals.sagepub.com/doi/abs/10.1057/jit.2011.10
"Volume 26 Issue 4, December 2011",Methodological Practice and Policy for Organisationally and Socially Relevant is Research: An Inclusive–Exclusive Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.19
"Volume 26 Issue 4, December 2011",Is There a Methodological Crisis?,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.26
"Volume 26 Issue 4, December 2011",IS Research Methods: Inclusive Or Exclusive?,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.24
"Volume 26 Issue 4, December 2011",In Celebration of Diversity in Information Systems Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.28
"Volume 26 Issue 4, December 2011",Open Sources? A Commentary on ‘IS Research Methods: Inclusive Or Exclusive?’,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.22
"Volume 26 Issue 4, December 2011","Pluralism is not about me, it is about Us",https://journals.sagepub.com/doi/abs/10.1057/jit.2011.23
"Volume 26 Issue 4, December 2011",Research Methods and the Relevance of the is Discipline: A Critical Analysis of the Role of Methodological Pluralism,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.27
"Volume 26 Issue 4, December 2011",Multinational Diversity in IS Research: The Effects of Education on Publication Outlets,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.21
"Volume 26 Issue 3, September 2011",An Exploratory Study of the Impacts of Upgrading Packaged Software: A Stakeholder Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.1
"Volume 26 Issue 3, September 2011",Managing Erp System Risk in SMEs: A Multiple Case Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.34
"Volume 26 Issue 3, September 2011",Key Information Technology and Management Issues 2010–11: An International Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.3
"Volume 26 Issue 3, September 2011",Customer Relationship Management and Firm Performance,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.39
"Volume 26 Issue 2, June 2011",Special Issue on Futures for Research on Information Systems: Prometheus Unbound?,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.7
"Volume 26 Issue 2, June 2011",Creating Bigger Problems: Grand Challenges as Boundary Objects and the Legitimacy of the Information Systems Field,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.6
"Volume 26 Issue 2, June 2011",The Politics of Next Generation Research Democratizing Research-Centred Computational Networks,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.2
"Volume 26 Issue 2, June 2011",Toward Smarter Health and Well-Being: An Implicit Role for Networking and Information Technology,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.5
"Volume 26 Issue 2, June 2011",CIO: Concept is Over,https://journals.sagepub.com/doi/abs/10.1057/jit.2011.4
"Volume 26 Issue 2, June 2011",Accounting Executives and it Outsourcing Recommendations: An Experimental Study of the Effect of CIO Skills and Institutional Isomorphism,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.19
"Volume 26 Issue 1, March 2011",A Dynamic Model of Offshore Software Development,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.23
"Volume 26 Issue 1, March 2011",Managing Diverse Stakeholders in Enterprise Systems Projects: A Control Portfolio Approach,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.13
"Volume 26 Issue 1, March 2011",Exploring the Role of Informants in Interpretive Case Study Research in IS,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.15
"Volume 26 Issue 1, March 2011",IT Alignment and the Boundaries of the IT Function,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.28
"Volume 26 Issue 1, March 2011",The Impact of Information Security Events on the Stock Value of Firms: The Effect of Contingency Factors,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.4
"Volume 26 Issue 1, March 2011",Limitations to Building Institutional Trustworthiness through E-Government: A Comparative Study of Two E-Services in Chile,https://journals.sagepub.com/doi/abs/10.1057/jlt.2010.17
"Volume 25 Issue 4, December 2010",25th Anniversary Edition,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.38
"Volume 25 Issue 4, December 2010",Retrospect and Prospect: Information Systems Research in the Last and Next 25 Years,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.24
"Volume 25 Issue 4, December 2010",On Some Extensions to Lee's Retrospect and Prospect is Paper,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.26
"Volume 25 Issue 4, December 2010",Knowledge Lost and Found: A Commentary on Allen Lee's ‘Retrospect and Prospect’,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.30
"Volume 25 Issue 4, December 2010",Retrospect and Prospect: Information Systems in the Last and Next 25 Years: Response and Extension,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.35
"Volume 25 Issue 4, December 2010",Comments on Allen Lee's Article ‘Retrospect and Prospect’: Information Systems Research in the Last and Next 25 Years’ from a Socio-Theoretical is Research Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.29
"Volume 25 Issue 4, December 2010","Houston, We've had a Problem… … Offshoring, is Employment and the is Discipline: Perception is not Reality",https://journals.sagepub.com/doi/abs/10.1057/jit.2010.23
"Volume 25 Issue 4, December 2010",Import the is Students,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.27
"Volume 25 Issue 4, December 2010",Long-Held Perceptions of the Consequences of IT Offshoring Will Become a Reality: Fewer IS Jobs in Developed Countries,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.36
"Volume 25 Issue 4, December 2010","Offshoring, is Employment and the is Discipline: Additional Considerations",https://journals.sagepub.com/doi/abs/10.1057/jit.2010.37
"Volume 25 Issue 4, December 2010","‘Houston, We've Had a Problem …’",https://journals.sagepub.com/doi/abs/10.1057/jit.2010.32
"Volume 25 Issue 4, December 2010","Declining is Enrollments: A Broader view of Causes and Strategies – a Response to ‘Houston, We've had a Problem… Offshoring, is Employment and the is Discipline: Perception is not Reality ’",https://journals.sagepub.com/doi/abs/10.1057/jit.2010.33
"Volume 25 Issue 4, December 2010",The Use of History in is Research An Opportunity Missed?,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.22
"Volume 25 Issue 4, December 2010",A Review of the it Outsourcing Empirical Literature and Future Research Directions,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.21
"Volume 25 Issue 4, December 2010",Embodiment and Presence in Virtual Worlds: A Review,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.25
"Volume 25 Issue 4, December 2010","Barcodes, Rfids, Lemonade and Conversation",https://journals.sagepub.com/doi/abs/10.1057/jit.2010.20
"Volume 25 Issue 3, September 2010",Task-Technology Fit for Mobile Information Systems,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.10
"Volume 25 Issue 3, September 2010",Delineating ‘Pervasiveness’ in Pervasive Information Systems: A Taxonomical Framework and Design Implications,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.6
"Volume 25 Issue 3, September 2010",Towards a Taxonomy for Regulatory Issues in a Digital Business Ecosystem in the EU,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.22
"Volume 25 Issue 3, September 2010",Social Software for Business Process Modeling,https://journals.sagepub.com/doi/abs/10.1057/jlt.2009.21
"Volume 25 Issue 3, September 2010",Enterprise-Wide Business-IT Engagement in An Empowered Business Environment: The Case of Fedex Express EMEA,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.9
"Volume 25 Issue 2, June 2010",Editorial,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.16
"Volume 25 Issue 2, June 2010",Online Social Networks: Why We Disclose,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.6
"Volume 25 Issue 2, June 2010",Understanding Information Disclosure Behaviour in Australian Facebook Users,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.18
"Volume 25 Issue 2, June 2010",Exploring Temporal Coordination of Events with Facebook.com,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.8
"Volume 25 Issue 2, June 2010",Gender Differences in Intentional Social Action: We-Intention to Engage in Social Network-Facilitated Team Collaboration,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.12
"Volume 25 Issue 2, June 2010",Gift-Giving as a Conceptual Framework: Framing Social Behavior in Online Networks,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.5
"Volume 25 Issue 2, June 2010",SEMO: A Framework for Customer Social Networks Analysis Based on Semantics,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.1
"Volume 25 Issue 2, June 2010",Patterns and Structures of Intra-organizational Learning Networks within a Knowledge-Intensive Organization,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.3
"Volume 25 Issue 2, June 2010",The Value of Online Networks of Practice: The Role of Embeddedness and Media Use,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.11
"Volume 25 Issue 2, June 2010",Exploring the Impact of Soclo-Technlcal Core-Periphery Structures in Open Source Software Development,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.7
"Volume 25 Issue 2, June 2010",The Structure of Political Discussion Networks: A Model for the Analysis of Online Deliberation,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.2
"Volume 25 Issue 2, June 2010",Conviviality of Internet Social Networks: An Exploratory Study of Internet Campaigns in Iran,https://journals.sagepub.com/doi/abs/10.1057/jit.2010.14
"Volume 25 Issue 1, March 2010",Design Theory for Dynamic Complexity in Information Infrastructures: The Case of Building Internet,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.19
"Volume 25 Issue 1, March 2010",Improvisation during Process-Technology Adoption: A Longitudinal Study of a Software Firm,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.20
"Volume 25 Issue 1, March 2010",Is Project Alignment – a Process Perspective,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.10
"Volume 25 Issue 1, March 2010",Sponsorship and it Vendor Management of Projects,https://journals.sagepub.com/doi/abs/10.1057/jit.2008.23
"Volume 25 Issue 1, March 2010",Maintaining ERP Packaged Software – a Revelatory Case Study,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.8
"Volume 25 Issue 1, March 2010",Resistant Groups in Enterprise System Implementations: A Q-Methodology Examination,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.7
"Volume 24 Issue 4, December 2009",Special Issue on Institutional Theory in Information Systems Research: Contextualizing the it Artefact,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.17
"Volume 24 Issue 4, December 2009",Institutionalizing Enterprise Resource Planning in the Saudi Steel Industry: A Punctuated Socio-Technical Analysis,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.14
"Volume 24 Issue 4, December 2009",Institutionalisation as a Process of Interplay between Technology and Its Organisational Context of Use,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.15
"Volume 24 Issue 4, December 2009",Conceptions of Control and it Artefacts: An Institutional Account of the Amazon Rainforest Monitoring System,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.12
"Volume 24 Issue 4, December 2009",Deinstitutionalization in the Context of Software Exports Policymaking in Costa Rica,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.18
"Volume 24 Issue 4, December 2009",Using Institutional Theory with Sensemaking Theory: A Case Study of Information System Implementation in Healthcare,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.11
"Volume 24 Issue 4, December 2009",The Diffusion and Use of Institutional Theory: A Cross-Disciplinary Longitudinal Literature Survey,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.16
"Volume 24 Issue 4, December 2009",Positioning the Institutional Perspective in Information Systems Research,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.13
"Volume 24 Issue 4, December 2009",Competing Technology Options and Stakeholder Interests for Tracking Freight Railcars in Indian Railways,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.9
"Volume 24 Issue 3, September 2009",Editorial,https://journals.sagepub.com/doi/abs/10.1057/jit.2009.5
