Title,Year,Issue,ArticleURL
Antecedents and Consequences of Board IT Governance: Institutional and Strategic Choice Perspectives,2012,Issue 7,https://aisel.aisnet.org/jais/vol13/iss7/1
Is This Review Believable? A Study of Factors Affecting the Credibility of Online Consumer Reviews from an ELM Perspective,2012,Issue 8,https://aisel.aisnet.org/jais/vol13/iss8/2
"Morality, Ethics, and Reflection: A Categorization of Normative IS Research",2012,Issue 8,https://aisel.aisnet.org/jais/vol13/iss8/1
"Ontological Clarity, Cognitive Engagement, and Conceptual Model Quality Evaluation: An Experimental Investigation",2012,Issue 9,https://aisel.aisnet.org/jais/vol13/iss9/2
The Order Machine – The Ontology of Information Security,2012,Issue 9,https://aisel.aisnet.org/jais/vol13/iss9/1
Team Collaboration in Virtual Worlds: Introduction to the Special Issue,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/7
Team Collaboration in Virtual Worlds: Editorial to the Special Issue,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/6
Hype or Help? A Longitudinal Field Study of Virtual World Use for Team Collaboration,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/5
Valuing Virtual Worlds: The Role of Categorization in Technology Assessment,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/4
Cognitive Absorption and Trust for Workplace Collaboration in Virtual Worlds: An Information Processing Decision Making Perspective,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/3
A Structured Approach for Designing Collaboration Experiences for Virtual Worlds,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/2
The Effects of Leader-Member Exchange on Member Performance in Virtual World Teams,2012,Issue 10,https://aisel.aisnet.org/jais/vol13/iss10/1
Trust Across Borders: Buyer-Supplier Trust in Global Business-to-Business E-Commerce,2012,Issue 11,https://aisel.aisnet.org/jais/vol13/iss11/2
"Design Science in Decision Support Systems Research: An Assessment using the Hevner, March, Park, and Ram Guidelines",2012,Issue 11,https://aisel.aisnet.org/jais/vol13/iss11/1
A New Approach to Testing Nomological Validity and Its Application to a Second-Order Measurement Model of Trust,2012,Issue 12,https://aisel.aisnet.org/jais/vol13/iss12/4
Examining Knowledge Management Enabled Performance for Hospital Professionals: A Dynamic Capability View and the Mediating Role of Process Capability,2012,Issue 12,https://aisel.aisnet.org/jais/vol13/iss12/3
More Enduring Questions in Cognitive IS Research,2012,Issue 12,https://aisel.aisnet.org/jais/vol13/iss12/2
More Enduring Questions in Cognitive IS Research: A Reply,2012,Issue 12,https://aisel.aisnet.org/jais/vol13/iss12/1
Decision Factors for the Adoption and Continued Use of Online Direct Sales Channels among SMEs,2011,Issue 1,https://aisel.aisnet.org/jais/vol12/iss1/4
Online Impulse Buying: Understanding the Interplay between Consumer Impulsiveness and Website Quality,2011,Issue 1,https://aisel.aisnet.org/jais/vol12/iss1/3
Venture Capital Funding for Information Technology Businesses,2011,Issue 1,https://aisel.aisnet.org/jais/vol12/iss1/2
"Adopting Free/Libre/Open Source Software Practices, Techniques and Methods for Industrial Use",2011,Issue 1,https://aisel.aisnet.org/jais/vol12/iss1/1
"Health Care IT: Process, People, Patients and Interdisciplinary Considerations",2011,Issue 2,https://aisel.aisnet.org/jais/vol12/iss2/4
An Organizational Culture-Based Theory of Clinical Information Systems Implementation in Hospitals,2011,Issue 2,https://aisel.aisnet.org/jais/vol12/iss2/3
Dynamic Capabilities in Home Health: IT-Enabled Transformation of Post-Acute Care,2011,Issue 2,https://aisel.aisnet.org/jais/vol12/iss2/2
The Dynamics of Information Collaboration: A Case Study of Blended IT Value Propositions for Health Information Exchange in Disability Determination,2011,Issue 2,https://aisel.aisnet.org/jais/vol12/iss2/1
The Clinical Impact of eHealth on the Self-Management of Diabetes: A Double Adoption Perspective,2011,Issue 3,https://aisel.aisnet.org/jais/vol12/iss3/4
Investigating Physicians' Compliance with Drug Prescription Notifications,2011,Issue 3,https://aisel.aisnet.org/jais/vol12/iss3/3
On Quality and Communication: The Relevance of Critical Theory to Health Informatics,2011,Issue 3,https://aisel.aisnet.org/jais/vol12/iss3/2
The Effects of the Assimilation and Use of IT Applications on Financial Performance in Healthcare Organizations,2011,Issue 3,https://aisel.aisnet.org/jais/vol12/iss3/1
Conceptualizing the Dynamic Strategic Alignment Competency,2011,Issue 4,https://aisel.aisnet.org/jais/vol12/iss4/2
The Impact of Data Quality Tags on Decision-Making Outcomes and Process,2011,Issue 4,https://aisel.aisnet.org/jais/vol12/iss4/1
The Adoption of Online Shopping Assistants: Perceived Similarity as an Antecedent to Evaluative Beliefs,2011,Issue 5,https://aisel.aisnet.org/jais/vol12/iss5/2
Are We Wielding this Hammer Correctly? A Reflective Review of the Application of Cluster Analysis in Information Systems Research,2011,Issue 5,https://aisel.aisnet.org/jais/vol12/iss5/1
Managing Risks in a Failing IT Project: A Social Constructionist View,2011,Issue 6,https://aisel.aisnet.org/jais/vol12/iss6/2
An Experimental Study of the Effects of Representing Property Precedence on the Comprehension of Conceptual Schemas,2011,Issue 6,https://aisel.aisnet.org/jais/vol12/iss6/1
An Information Diffusion-Based Recommendation Framework for Micro-Blogging,2011,Issue 7,https://aisel.aisnet.org/jais/vol12/iss7/2
"IT Capabilities, Process-Oriented Dynamic Capabilities, and Firm Financial Performance",2011,Issue 7,https://aisel.aisnet.org/jais/vol12/iss7/1
Toward a New Meta-Theory for Designing Information Systems (IS) Security Training Approaches,2011,Issue 8,https://aisel.aisnet.org/jais/vol12/iss8/3
Designing Collaborative Systems to Enhance Team Performance,2011,Issue 8,https://aisel.aisnet.org/jais/vol12/iss8/2
Diagrammatic Attention Management and the Effect of Conceptual Model Structure on Cardinality Validation,2011,Issue 8,https://aisel.aisnet.org/jais/vol12/iss8/1
Fitting Covariance Models for Theory Generation,2011,Issue 9,https://aisel.aisnet.org/jais/vol12/iss9/2
An Event Study Analysis of the Economic Impact of IT Operational Risk and its Subcategories,2011,Issue 9,https://aisel.aisnet.org/jais/vol12/iss9/1
Secondary Design: A Case of Behavioral Design Science Research,2011,Issue 10,https://aisel.aisnet.org/jais/vol12/iss10/2
Four Guiding Principles for Research on Evolved Information Processing Traits and Technology- Mediated Task Performance,2011,Issue 10,https://aisel.aisnet.org/jais/vol12/iss10/1
Leaving the Beaten Tracks in Creative Work – A Design Theory for Systems that Support Convergent and Divergent Thinking,2011,Issue 11,https://aisel.aisnet.org/jais/vol12/iss11/2
The Effects of Service and Consumer Product Knowledge on Online Customer Loyalty,2011,Issue 11,https://aisel.aisnet.org/jais/vol12/iss11/1
Validity Issues in the Use of Social Network Analysis with Digital Trace Data,2011,Issue 12,https://aisel.aisnet.org/jais/vol12/iss12/2
Information Privacy Concerns: Linking Individual Perceptions with Institutional Privacy Assurances,2011,Issue 12,https://aisel.aisnet.org/jais/vol12/iss12/1
Building Legitimacy for IT Innovations: The Case of Computerized Physician Order Entry Systems,2010,Issue 1,https://aisel.aisnet.org/jais/vol11/iss1/2
Effects of Interactivity on Website Involvement and Purchase Intention,2010,Issue 1,https://aisel.aisnet.org/jais/vol11/iss1/1
Social Networks and Information Systems: Ongoing and Future Research Streams,2010,Issue 2,https://aisel.aisnet.org/jais/vol11/iss2/3
The Evolution of Interaction Networks in Massively Multiplayer Online Games,2010,Issue 2,https://aisel.aisnet.org/jais/vol11/iss2/2
Online discussion group sustainability: Investigating the interplay between structural dynamics and social dynamics over time,2010,Issue 2,https://aisel.aisnet.org/jais/vol11/iss2/1
The Social Shaping of Packaged Software Selection,2010,Issue 3,https://aisel.aisnet.org/jais/vol11/iss3/2
Systematic Differences in Firm’s Information Technology Signaling: Implications for Research Design,2010,Issue 3,https://aisel.aisnet.org/jais/vol11/iss3/1
Sellers’ Trust and Continued Use of Online Marketplaces,2010,Issue 4,https://aisel.aisnet.org/jais/vol11/iss4/2
An Exploration into the Process of Requirements Elicitation: A Grounded Approach,2010,Issue 4,https://aisel.aisnet.org/jais/vol11/iss4/1
Investigating Retrieval-Induced Forgetting During Information Requirements Determination,2010,Issue 5,https://aisel.aisnet.org/jais/vol11/iss5/2
Understanding Project Survival in an ES Environment: A Sociomaterial Practice Perspective,2010,Issue 5,https://aisel.aisnet.org/jais/vol11/iss5/1
Information Technology and Pricing: Introduction to the Special Section,2010,Issue 6,https://aisel.aisnet.org/jais/vol11/iss6/3
A Multi-Level Theory Approach to Understanding Price Rigidity in Internet Retailing,2010,Issue 6,https://aisel.aisnet.org/jais/vol11/iss6/2
Best Pricing Strategy for Information Services,2010,Issue 6,https://aisel.aisnet.org/jais/vol11/iss6/1
A New Design for Open and Scalable Collaboration of Independent Databases in Digitally Connected Enterprises,2010,Issue 7,https://aisel.aisnet.org/jais/vol11/iss7/2
Understanding Security Behaviors in Personal Computer Usage: A Threat Avoidance Perspective,2010,Issue 7,https://aisel.aisnet.org/jais/vol11/iss7/1
Understanding the Influence of Team Climate on IT Use,2010,Issue 8,https://aisel.aisnet.org/jais/vol11/iss8/2
Rethinking the Meaning of Identifiers in Information Infrastructures,2010,Issue 8,https://aisel.aisnet.org/jais/vol11/iss8/1
A Theory-Driven Design Framework for Social Recommender Systems,2010,Issue 9,https://aisel.aisnet.org/jais/vol11/iss9/2
A Hybrid Attribute Selection Approach for Text Classification,2010,Issue 9,https://aisel.aisnet.org/jais/vol11/iss9/1
Modeling Citizen Satisfaction with Mandatory Adoption of an E-Government Technology,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/2
Knowledge Sharing in Information Systems Development: A Social Interdependence Perspective,2010,Issue 10,https://aisel.aisnet.org/jais/vol11/iss10/1
Introduction to JAIS Special Issue on Empirical Research on Free/Libre Open Source Software,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/7
A Comprehensive Review and Synthesis of Open Source Research,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/6
Sustainability of Free/Libre Open Source Projects: A Longitudinal Study,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/5
Following the Sun: Temporal Dispersion and Performance in Open Source Software Project Teams,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/4
An Empirical Analysis of the Business Value of Open Source Infrastructure Technologies,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/3
Software Licenses in Context: The Challenge of Heterogeneously-Licensed Systems,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/2
The Process of Introducing FLOSS in the Public Administration: The Case of Venezuela,2010,Issue 11,https://aisel.aisnet.org/jais/vol11/iss11/1
The Effects of Extrinsic Motivations and Satisfaction in Open Source Software Development,2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/5
"Hierarchy, Laboratory and Collective: Unveiling Linux as Innovation, Machination and Constitution",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/4
"Artifacts, Actors, and Interactions in the Cross-Project Coordination Practices of Open-Source Communities",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/3
"Code Reuse in Open Source Software Development: Quantitative Evidence, Drivers, and Impediments",2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/2
Characterizing the Dynamics of Open User Experience Design: The Cases of Firefox and OpenOffice.org,2010,Issue 12,https://aisel.aisnet.org/jais/vol11/iss12/1
Popular Concepts beyond Organizations: Exploring New Dimensions of Information Technology Innovations,2009,Issue 1,https://aisel.aisnet.org/jais/vol10/iss1/2
Sequential Adoption Theory: A Theory for Understanding Herding Behavior in Early Adoption of Novel Technologies,2009,Issue 1,https://aisel.aisnet.org/jais/vol10/iss1/1
A Behavioral Analysis of Passphrase Design and Effectiveness,2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/2
"Avatars, People, and Virtual Worlds: Foundations for Research in Metaverses",2009,Issue 2,https://aisel.aisnet.org/jais/vol10/iss2/1
Introduction to JAIS Special Issue on Collaboration Engineering,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/8
Collaboration Engineering: Foundations and Opportunities: Editorial to the Special Issue on the Journal of the Association of Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/7
A Deontological Approach to Designing Ethical Collaboration,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/6
Toward Building Self-Sustaining Groups in PCR-based Tasks through Implicit Coordination: The Case of Heuristic Evaluation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/5
Engineering E-Collaboration Processes to Obtain Innovative End-User Feedback on Advanced Web-Based Information Systems,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/4
An Agent-Based Collaborative Approach to Graphing Causal Maps for Situation Formulation,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/3
Using Multi-Agent Simulation to Explore the Contribution of Facilitation to GSS Transition,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/2
Planning and Design Considerations for Computer Supported Collaboration Spaces,2009,Issue 3,https://aisel.aisnet.org/jais/vol10/iss3/1
Resource-Based Framework for IS Research: Knowledge Firms and Sustainability in Knowledge Markets,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/2
Business Process Modeling- A Comparative Analysis,2009,Issue 4,https://aisel.aisnet.org/jais/vol10/iss4/1
Introduction: An Agenda for Infrastructure Studies,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/6
The Long Now of Technology Infrastructure: Articulating Tensions in Development,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/5
Configurable Politics and Asymmetric Integration: Health e-Infrastructures in India,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/4
The Development of Data Infrastructures for eHealth: A Socio-Technical Perspective,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/3
Ecologies of e-Infrastructures,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/2
Infrastructuring: Toward an Integrated Perspective on the Design and Use of Information Technology,2009,Issue 5,https://aisel.aisnet.org/jais/vol10/iss5/1
Management Implications in Information Systems Research: The Untold Story,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/2
Guidelines for Empirical Evaluations of Conceptual Modeling Grammars,2009,Issue 6,https://aisel.aisnet.org/jais/vol10/iss6/1
Using Visual Representations of Data to Enhance Sensemaking in Data Exploration Tasks,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/2
Assessing Scholarly Influence: Using the Hirsch Indices to Reframe the Discourse,2009,Issue 7,https://aisel.aisnet.org/jais/vol10/iss7/1
Using Social Network Analysis to Analyze Relationships Among IS Journals,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/2
Information Flow Impediments in Disaster Relief Supply Chains,2009,Issue 8,https://aisel.aisnet.org/jais/vol10/iss8/1
The Adoption and Use of IT Artifacts: A New Interaction-Centric Model for the Study of User-Artifact Relationships,2009,Issue 9,https://aisel.aisnet.org/jais/vol10/iss9/2
Technology-Mediated Learning: A Comprehensive Theoretical Model,2009,Issue 9,https://aisel.aisnet.org/jais/vol10/iss9/1
Data matters in IS theory building,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/3
Usability and Sociability in Online Communities: A Comparative Study of Knowledge Seeking and Contribution,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/2
A Conjoint Approach to Understanding IT Application Services Outsourcing,2009,Issue 10,https://aisel.aisnet.org/jais/vol10/iss10/1
Editors’ Introduction,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/4
Ethical Information Systems Development: A Baumanian Postmodernist Perspective,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/3
Sub-Cultural Differences in Information Ethics across China: Focus On Chinese Management Generation Gaps,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/2
The Ethics of IT Professionals in Japan and China,2009,Issue 11,https://aisel.aisnet.org/jais/vol10/iss11/1
Understanding Post-adoption Usage of Mobile Data Services: The Role of Supplier-side Variables,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/2
Designing Interfaces with Social Presence: Using Vividness and Extraversion to Create Social Recommendation Agents,2009,Issue 12,https://aisel.aisnet.org/jais/vol10/iss12/1
Research Directions in Information Systems: Toward an Institutional Ecology,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/2
Business Value of IT: An Essay on Expanding Research Directions to Keep up with the Times,2008,Issue 1,https://aisel.aisnet.org/jais/vol9/iss1/1
Contributing to Rigorous and Forward Thinking Explanatory Theory,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/5
Furthering Information Systems Action Research: A Post-Positivist Synthesis of Four Dialectics,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/4
Capitalizing on Content: Information Adoption in Two Online communities,2008,Issue 2,https://aisel.aisnet.org/jais/vol9/iss2/3
Combining Information Seeking Services into a Meta Supply Chain of Facts,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/8
Emergency Response Information System Interoperability: Development of Chemical Incident Response Data Model,2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/7
A Semantic Approach to Secure Collaborative Inter-Organizational eBusiness Processes (SSCIOBP),2008,Issue 3,https://aisel.aisnet.org/jais/vol9/iss3/6
Editorial Introduction: Cultivating and Securing the Information Supply Chain,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/12
Collective Outsourcing to Market (Com): A Market-Based Framework for Information Supply Chain Outsourcing,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/11
Toward the Inter-organizational Product Information Supply Chain – Evidence from the Retail and Consumer Goods Industries,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/10
Risk Analysis in Extended Enterprise Environments: Identification of Critical Risk Factors in B2B E-Commerce Relationships,2008,Issue 4,https://aisel.aisnet.org/jais/vol9/iss4/9
The Yield Shift Theory of Satisfaction and Its Application to the IS/IT Domain,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/14
IT Service Climate: An Extension to IT Service Quality Research,2008,Issue 5,https://aisel.aisnet.org/jais/vol9/iss5/13
The Role of Visualization Tools in Spreadsheet Error Correction from a Cognitive Fit Perspective,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/16
An Experimental Study on Ubiquitous commerce Adoption: Impact of Personalization and Privacy Concerns,2008,Issue 6,https://aisel.aisnet.org/jais/vol9/iss6/15
Re-conceptualizing Information System Success: The IS-Impact Measurement Model,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/18
Overcoming the Mum Effect in IT Project Reporting: Impacts of Fault Responsibility and Time Urgency,2008,Issue 7,https://aisel.aisnet.org/jais/vol9/iss7/17
Some Guidelines for the Critical Reviewing of Conceptual Papers,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/21
A Multigeneration Diffusion Model for IT-Intensive Game Consoles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/20
Making IT Project De-Escalation Happen: An Exploration into Key Roles,2008,Issue 8,https://aisel.aisnet.org/jais/vol9/iss8/19
Theoretical Foundations of Empirical Research on Interorganizational Systems: Assessing Past Contributions and Guiding Future Directions,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/4
"Formative vs. Reflective Measurement: Comment on Marakas, Johnson, and Clay (2007)",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/3
"Formative vs. Reflective Measurement: A Reply to Hardin, Chang, and Fuller",2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/2
Clarifying the Use of Formative Measurement in the IS Discipline: The Case of Computer Self-Efficacy,2008,Issue 9,https://aisel.aisnet.org/jais/vol9/iss9/1
Introduction to the Special Issue of JAIS in Honor of the Scholarship of Gerry DeSanctis,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/7
"The Minnesota GDSS Research Project: Group Support Systems, Group Processes, and Outcomes",2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/6
A Foundation for the Study of IT Effects: A New Look at DeSanctis and Poole’s Concepts of Structural Features and Spirit,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/5
Extending the Contextual and Organizational Elements of Adaptive Structuration Theory in GSS Research,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/4
Deception: Toward an Individualistic View of Group Support Systems,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/3
"Kiosks, Clubs and Neighborhoods: The Language Games of Online Forums",2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/2
The Structure of Collaboration in Electronic Networks,2008,Issue 10,https://aisel.aisnet.org/jais/vol9/iss10/1
A Two-Process View of Trust and Distrust Building in Recommendation Agents: A Process-Tracing Study,2008,Issue 12,https://aisel.aisnet.org/jais/vol9/iss12/2
The Effects of Decomposition Quality and Multiple Forms of Information on Novices’ Understanding of a Domain from a Conceptual Model,2008,Issue 12,https://aisel.aisnet.org/jais/vol9/iss12/1
Do You Read Me? Perspective Making and Perspective Taking in Chat Communities,2007,Issue 1,https://aisel.aisnet.org/jais/vol8/iss1/3
"The Evolving Nature of the Computer Self-Efficacy Construct: An Empirical Investigation of Measurement Construction, Validity, Reliability and Stability Over Time.",2007,Issue 1,https://aisel.aisnet.org/jais/vol8/iss1/2
IS accreditation in AACSB colleges via ABET,2007,Issue 1,https://aisel.aisnet.org/jais/vol8/iss1/1
Editorial Preface - JAIS Special Issue on Ontologies in the Context of Information Systems.,2007,Issue 2,https://aisel.aisnet.org/jais/vol8/iss2/7
Requesting Distant Robotic Action: An Ontology for Naming and Action Identification for Planning on the Mars Exploration Rover Mission.,2007,Issue 2,https://aisel.aisnet.org/jais/vol8/iss2/6
How To Build Enterprise Data Models To Achieve Compliance To Standards Or Regulatory Requirements (and share data).,2007,Issue 2,https://aisel.aisnet.org/jais/vol8/iss2/5
Learning The Differences Between Ontologies and Conceptual Schemas Through Ontology-Driven Information Systems.,2007,Issue 2,https://aisel.aisnet.org/jais/vol8/iss2/4
Goal-Driven Multi-Process Analysis.,2007,Issue 3,https://aisel.aisnet.org/jais/vol8/iss3/9
Strategic Alignment In Mergers And Acquisitions: Theorizing IS Integration Decision making.,2007,Issue 3,https://aisel.aisnet.org/jais/vol8/iss3/8
Introduction to the Special Issue on “Quo Vadis TAM – Issues and Reflections on Technology Acceptance Research”,2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/18
"Implementation, Innovation, and Related Themes Over The Years In Information Systems Research",2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/17
Quo vadis TAM?,2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/16
"Comment on Benbasat and Barki’s ""Quo Vadis TAM"" article.",2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/15
"Veni, Vidi, Vici: Breaking the TAM Logjam",2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/14
Looking Forward: Toward an Understanding of the Nature and Definition of IT Acceptance,2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/13
The Legacy of the Technology Acceptance Model and a Proposal for a Paradigm Shift.,2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/12
Post-positivist Review of Technology Acceptance Model.,2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/11
"Dead Or Alive? The Development, Trajectory And Future Of Technology Adoption Research.",2007,Issue 4,https://aisel.aisnet.org/jais/vol8/iss4/10
An Agent-Mediated Knowledge-in-Motion Model,2007,Issue 5,https://aisel.aisnet.org/jais/vol8/iss5/20
The Anatomy of a Design Theory,2007,Issue 5,https://aisel.aisnet.org/jais/vol8/iss5/19
Research Issues in Social computing,2007,Issue 6,https://aisel.aisnet.org/jais/vol8/iss6/22
A Theory of Tailorable Technology Design,2007,Issue 6,https://aisel.aisnet.org/jais/vol8/iss6/21
A Method to Bridge the Gap between Breadth and Depth in IS Narrative Analysis,2007,Issue 7,https://aisel.aisnet.org/jais/vol8/iss7/24
The Centrality of Awareness in the Formation of User Behavioral Intention toward Protective Information Technologies,2007,Issue 7,https://aisel.aisnet.org/jais/vol8/iss7/23
From Prediction to Explanation: Reconceptualizing and Extending the Perceived Characteristics of Innovating,2007,Issue 8,https://aisel.aisnet.org/jais/vol8/iss8/26
Gaining Agility through IT Personnel Capabilities: The Mediating Role of IT Infrastructure Capabilities,2007,Issue 8,https://aisel.aisnet.org/jais/vol8/iss8/25
Enid Mumford¡¯s Contribution to Information Systems Theory and Theoretical Thinking: Introduction to the Special Issue,2007,Issue 9,https://aisel.aisnet.org/jais/vol8/iss9/30
A Lifetime of Theory and Action on the Ethical Use of Computers: A Dialogue with Enid Mumford,2007,Issue 9,https://aisel.aisnet.org/jais/vol8/iss9/29
"ETHICS, Morality and Critique: An Essay on Enid Mumford¡¯s Socio-Technical Approach",2007,Issue 9,https://aisel.aisnet.org/jais/vol8/iss9/28
Citizen Participation and engagement in the Design of e-Government Services: The Missing Link in Effective ICT Design and Delivery,2007,Issue 9,https://aisel.aisnet.org/jais/vol8/iss9/27
Exploring the Importance of Participation in the Post-Implementation Period of an ES Project: A Neglected Area,2007,Issue 10,https://aisel.aisnet.org/jais/vol8/iss10/32
Complex Problem Solving: Identity Matching Based on Social Contextual Information,2007,Issue 10,https://aisel.aisnet.org/jais/vol8/iss10/31
Boundary Objects in Design: An Ecological View of Design Artifacts,2007,Issue 11,https://aisel.aisnet.org/jais/vol8/iss11/34
A Contigency Model for Requirements Development,2007,Issue 11,https://aisel.aisnet.org/jais/vol8/iss11/33
Contribution to Quality of Life: A New Outcome Variable for Mobile Data Service,2007,Issue 12,https://aisel.aisnet.org/jais/vol8/iss12/36
A Scientometric Investigation into the Validity of IS Journal Quality Measures,2007,Issue 12,https://aisel.aisnet.org/jais/vol8/iss12/35
Plagiarism by Academics: More Complex Than It Seems,2006,Issue 1,https://aisel.aisnet.org/jais/vol7/iss1/5
Interdisciplinary Perspectives -Part II: Sociological Perspectives (Editorial Introduction),2006,Issue 1,https://aisel.aisnet.org/jais/vol7/iss1/4
Jump-Starting the Internet Revolution: How Structural Conduciveness and Global Connections Help Diffuse the Internet,2006,Issue 1,https://aisel.aisnet.org/jais/vol7/iss1/3
Private Transactions in Public Places: An Exploration of the Impact of the Computer Environment on Public Transactional Web Site Use,2006,Issue 1,https://aisel.aisnet.org/jais/vol7/iss1/2
Hurdles to Information Seeking: Spelling and Typographical Mistakes During Users' Online Behavior,2006,Issue 1,https://aisel.aisnet.org/jais/vol7/iss1/1
The Effects of User Partnering and User Non-Support on Project Performance,2006,Issue 2,https://aisel.aisnet.org/jais/vol7/iss2/6
Plagiarism by Academics: More Complex Than It Seems,2006,Issue 2,https://aisel.aisnet.org/jais/vol7/iss2/5
Information System Flexibility and the Cost Efficiency of Business Processes,2006,Issue 3,https://aisel.aisnet.org/jais/vol7/iss3/8
The Impact of IT on Market Information and Transparency: A Unified Theoretical Framework,2006,Issue 3,https://aisel.aisnet.org/jais/vol7/iss3/7
Managing Flexibility in Outsourcing,2006,Issue 4,https://aisel.aisnet.org/jais/vol7/iss4/10
Procurement of IT Consulting Services and Firm-Specific Characteristics,2006,Issue 4,https://aisel.aisnet.org/jais/vol7/iss4/9
The Value of Scientometric Studies: An Introduction to a Debate on IS as a Reference Discipline,2006,Issue 5,https://aisel.aisnet.org/jais/vol7/iss5/15
Information Systems is Not a Reference Discipline (And What We Can Do About It),2006,Issue 5,https://aisel.aisnet.org/jais/vol7/iss5/14
A Citation Analysis of the Evolution and State of Information Systems within a Constellation of Reference Disciplines,2006,Issue 5,https://aisel.aisnet.org/jais/vol7/iss5/13
"If the Tree of IS Knowledge Falls in a Forest, Will Anyone Hear?: A Commentary on Grover et al.",2006,Issue 5,https://aisel.aisnet.org/jais/vol7/iss5/12
About Reference Disciplines and Reference Differences: A Critique of Wade et al.,2006,Issue 5,https://aisel.aisnet.org/jais/vol7/iss5/11
How Low Should You Go? Low Response Rates and the Validity of Inference in IS Questionnaire Research,2006,Issue 6,https://aisel.aisnet.org/jais/vol7/iss6/17
