Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
512,"PB Lowry, J Cao, A Everard","Privacy concerns versus desire for interpersonal awareness in driving the use of self-disclosure technologies: The case of instant messaging in two cultures",2011,"… of management information systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270406","https://scholar.google.com/scholar?cites=1163885975244316321&as_sdt=2005&sciodt=0,5&hl=en",24,"2024-10-10 11:42:05","","10.2753/MIS0742-1222270406","","",,,,,512,39.38,171,3,13,"… In addition to SCT usage, several articles claim that because computer-mediated communication (CMC) is global in nature, concerns about privacy and awareness in CMC vary …","https://www.jstor.org/stable/pdf/41304596.pdf","https://scholar.google.com/scholar?q=related:oR5_wSD0JhAJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
349,"JF Nunamaker, DC Derrick, AC Elkins…","Embodied conversational agent-based kiosk for automated interviewing",2011,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222280102","https://scholar.google.com/scholar?cites=14404769776635488513&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-10-10 11:42:05","","10.2753/MIS0742-1222280102","","",,,,,349,26.85,87,4,13,"… Her research interests are in deception, trust, interpersonal interaction, and new … His research interests include decision support systems for automated deception identification, human–…","https://www.jstor.org/stable/pdf/41304605.pdf","https://scholar.google.com/scholar?q=related:ASmkx8oF6McJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
322,"RT Wright, K Marett","The influence of experiential and dispositional factors in phishing: An empirical investigation of the deceived",2010,"Journal of Management Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270111","https://scholar.google.com/scholar?cites=543137286496919388&as_sdt=2005&sciodt=0,5&hl=en",7,"2024-10-10 11:42:05","","10.2753/MIS0742-1222270111","","",,,,,322,23.00,161,2,14,"… by researchers, the increased popularity of computer-mediated communication (CMC) requires researchers to consider how deception can be transmitted electronically, perhaps more …","https://www.jstor.org/stable/pdf/25699619.pdf","https://scholar.google.com/scholar?q=related:XB_rAXyciQcJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
99,"ML Jensen, PB Lowry, JK Burgoon…","Technology dominance in complex decision making: The case of aided credibility assessment",2010,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/mis0742-1222270108","https://scholar.google.com/scholar?cites=13676182616161013661&as_sdt=2005&sciodt=0,5&hl=en",14,"2024-10-10 11:42:05","","10.2753/mis0742-1222270108","","",,,,,99,7.07,25,4,14,"… , deception, and computer-mediated communication. her current research—funded by the National Science Foundation and the Department of Defense—is examining ways …","https://www.jstor.org/stable/pdf/25699616.pdf","https://scholar.google.com/scholar?q=related:nU-mP6GPy70J:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
318,"PB Lowry, NC Romano, JL Jenkins…","The CMC interactivity model: How interactivity enhances communication quality and process satisfaction in lean-media groups",2009,"Journal of Management …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222260107","https://scholar.google.com/scholar?cites=2897452456753688302&as_sdt=2005&sciodt=0,5&hl=en",10,"2024-10-10 11:42:05","","10.2753/MIS0742-1222260107","","",,,,,318,21.20,80,4,15,"… Specifically, we study the theoretical foundations of PS in computer-mediated communication (cMc)–supported groups, which is a seldom-studied area, even though satisfaction has …","https://www.jstor.org/stable/pdf/40398970.pdf","https://scholar.google.com/scholar?q=related:7u5idqjRNSgJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
748,"LP Robert, AR Denis, YTC Hung","Individual swift trust and knowledge-based trust in face-to-face and virtual team members",2009,"… of management information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222260210","https://scholar.google.com/scholar?cites=16984834861322252328&as_sdt=2005&sciodt=0,5&hl=en",29,"2024-10-10 11:42:05","","10.2753/MIS0742-1222260210","","",,,,,748,49.87,249,3,15,"… questionnaire, they were then debriefed, informed about the deception (ie, the false perceptual test), … Walther, Jb Relational aspects of computer-mediated communication: Experimental …","https://www.jstor.org/stable/pdf/40398987.pdf","https://scholar.google.com/scholar?q=related:KLDIHVFBtusJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
724,"D Gefen, I Benbasat, P Pavlou","A research agenda for trust in online environments",2008,"… Management Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222240411","https://scholar.google.com/scholar?cites=2285094243841567118&as_sdt=2005&sciodt=0,5&hl=en",36,"2024-10-10 11:42:05","","10.2753/MIS0742-1222240411","","",,,,,724,45.25,241,3,16,"… resource planning, computer-mediated communication, and e-… deception that can be intentionally perpetrated by Web vendors and how IT can be utilized to facilitate such deception to …","https://www.jstor.org/stable/pdf/40398920.pdf","https://scholar.google.com/scholar?q=related:jml3mhtJth8J:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
75,"A Abbasi, H Chen, JF Nunamaker","Stylometric identification in electronic markets: Scalability and robustness",2008,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250103","https://scholar.google.com/scholar?cites=13588112835041172618&as_sdt=2005&sciodt=0,5&hl=en",40,"2024-10-10 11:42:05","","10.2753/MIS0742-1222250103","","",,,,,75,4.69,25,3,16,"… electronic markets and computer-mediated communication. his research has appeared … consequently, fraud and deception are highly prevalent in electronic markets, particularly in …","https://www.jstor.org/stable/pdf/40398926.pdf","https://scholar.google.com/scholar?q=related:ihyObKGskrwJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
57,"G Bansal, AP Sinha, H Zhao","Tuning data mining methods for cost-sensitive regression: a study in loan charge-off forecasting",2008,"… of Management Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250309","https://scholar.google.com/scholar?cites=6532572559855850697&as_sdt=2005&sciodt=0,5&hl=en",49,"2024-10-10 11:42:05","","10.2753/MIS0742-1222250309","","",,,,,57,3.56,19,3,16,"Real-world predictive data mining (classification or regression) problems are often cost sensitive, meaning that different types of prediction errors are not equally costly. While cost-…","https://www.jstor.org/stable/pdf/40398946.pdf","https://scholar.google.com/scholar?q=related:yRSs0yFcqFoJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
272,"D Zhang, PB Lowry, L Zhou, X Fu","The impact of individualism—collectivism, social presence, and group diversity on group decision making under majority influence",2007,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.2753/mis0742-1222230404","https://scholar.google.com/scholar?cites=10494686074734604170&as_sdt=2005&sciodt=0,5&hl=en",35,"2024-10-10 11:42:05","","10.2753/mis0742-1222230404","","",,,,,272,16.00,68,4,17,"… Her research interests center on computer-mediated communication, deception detection, … and that the use of computer-mediated communication can reduce majority influence. The …","https://www.jstor.org/stable/pdf/40398871.pdf","https://scholar.google.com/scholar?q=related:im_LuWGdpJEJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
333,"L Zhou, JK Burgoon, DP Twitchell, T Qin…","A comparison of classification methods for predicting deception in computer-mediated communication",2004,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2004.11045779","https://scholar.google.com/scholar?cites=12996964447669135764&as_sdt=2005&sciodt=0,5&hl=en",4,"2024-10-10 11:42:05","","10.1080/07421222.2004.11045779","","",,,,,333,16.65,67,5,20,"… deception in rich media channels (eg, face-to-face interactions), with some exceptions in the area of textual and computer-mediated communication [… challenges to deception research. …","https://www.jstor.org/stable/pdf/40398657.pdf","https://scholar.google.com/scholar?q=related:lCmz5U1-XrQJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
7,"RO Briggs, JF Nunamaker Jr, RO BRIGGS…","Information Systems Design--Theory and Methodology",2004,"… Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/pdf/10.1080/07421222.2004.11045781","https://scholar.google.com/scholar?cites=17788253579487240312&as_sdt=2005&sciodt=0,5&hl=en",23,"2024-10-10 11:42:05","","10.1080/07421222.2004.11045781","","",,,,,7,0.35,2,4,20,"… foundations of deception and deception detection, and … deception in computer-mediated communication. The results of this study suggest that each of the tested automatic deception …","https://www.jstor.org/stable/pdf/40398651.pdf","https://scholar.google.com/scholar?q=related:eGDoY2KS3PYJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
80,"SC Hayne, CE Pollard, RE Rice","Identification of comment authorship in anonymous group support systems",2003,"… of Management Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2003.11045755","https://scholar.google.com/scholar?cites=10383739697676204737&as_sdt=2005&sciodt=0,5&hl=en",9,"2024-10-10 11:42:05","","10.1080/07421222.2003.11045755","","",,,,,80,3.81,27,3,21,"… of anonymous comments in a computer-mediated communication (CMC) system (here, … deception in high stake situations [16]. The one study that we know about concerning deception …","https://www.jstor.org/stable/pdf/40398624.pdf","https://scholar.google.com/scholar?q=related:wbocWD10GpAJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
629,"SS Kahai, RB Cooper","Exploring the core concepts of media richness theory: The impact of cue multiplicity and feedback immediacy on decision quality",2003,"… of management information systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.2003.11045754","https://scholar.google.com/scholar?cites=13151759424390297217&as_sdt=2005&sciodt=0,5&hl=en",13,"2024-10-10 11:42:05","","10.1080/07421222.2003.11045754","","",,,,,629,29.95,315,2,21,"… the impact of computer-mediated communication systems on … climate) and perceived ability to evaluate others’ deception … to Interpersonal Deception Theory, evaluation of deception by …","https://www.jstor.org/stable/pdf/40398623.pdf","https://scholar.google.com/scholar?q=related:gfYt9oNvhLYJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
127,"SS Kahai, RB Cooper","The effect of computer-mediated communication on agreement and acceptance",1999,"… of Management Information Systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.1999.11518238","https://scholar.google.com/scholar?cites=4143530254790453977&as_sdt=2005&sciodt=0,5&hl=en",5,"2024-10-10 11:42:05","","10.1080/07421222.1999.11518238","","",,,,,127,5.08,64,2,25,"This study develops and tests a model of relationships among computer-mediated communication systems (CMCS), group processes, and group outcomes. The group outcomes …","https://www.jstor.org/stable/pdf/40398422.pdf","https://scholar.google.com/scholar?q=related:2WreONDGgDkJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
416,"JK Burgoon, JA Bonito, B Bengtsson…","Testing the interactivity model: Communication processes, partner assessments, and the quality of collaborative work",1999,"… information systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.1999.11518255","https://scholar.google.com/scholar?cites=3894187806076994010&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-10-10 11:42:05","","10.1080/07421222.1999.11518255","","",,,,,416,16.64,104,4,25,"… and nonverbal communication, deception and credibility, mass … interests include computer-mediated communication, small… Computer-mediated communication (CMC) is becoming …","https://www.jstor.org/stable/pdf/40398443.pdf","https://scholar.google.com/scholar?q=related:2oHgZS3vCjYJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
23,"GM Kasper, AH Morris","The effect of presentation media on recipient performance in text-based information systems",1988,"… of management information systems","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07421222.1988.11517806","https://scholar.google.com/scholar?cites=15319596811971610142&as_sdt=2005&sciodt=0,5&hl=en",48,"2024-10-10 11:42:05","","10.1080/07421222.1988.11517806","","",,,,,23,0.64,12,2,36,"… Structuring computer-mediated communication systems to … aspects of computermediated communication. American … , JA Accuracy of judgements of deception when an interview is …","https://www.jstor.org/stable/pdf/41432886.pdf","https://scholar.google.com/scholar?q=related:HkbGPyIkmtQJ:scholar.google.com/&scioq=source:%22journal+of+management+information+systems%22+%22computer+mediated+communication%22++%22deception%22&hl=en&as_sdt=0,5&as_vis=1"
