,,URL,
"Volume 58, Issue 2",21-Mar,https://www.sciencedirect.com/science/article/pii/S0378720618310553,Privacy and the Internet of Things−An experiment in discrete choice
"Volume 58, Issue 2",21-Mar,https://www.sciencedirect.com/science/article/pii/S0378720620302457,Effects of emotional attachment on mobile health-monitoring service usage: An affect transfer perspective
"Volume 58, Issue 2",21-Mar,https://www.sciencedirect.com/science/article/pii/S0378720620302470,No trespassing: exploring privacy boundaries in personalized advertisement and its effects on ad attitude and purchase intentions on social media
"Volume 58, Issue 2",21-Mar,https://www.sciencedirect.com/science/article/pii/S0378720620302482,Enhancing healthcare professional and caregiving staff informedness with data analytics for chronic disease management
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S037872062030358X,Editorial Board
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720620303323,Trust calibration of automated security IT artifacts: A multi-domain study of phishing-website detection tools
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720620303426,Engagement in online health communities: Channel expansion and social exchanges
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720620303311,How shall we meet? Understanding the importance of meeting mode capabilities for different meeting objectives
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720620303438,Enterprise social media and cyber-slacking: A Kahn’s model perspective
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S037872062030330X,DATA BREACH MANAGEMENT: AN INTEGRATED RISK MODEL
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720620302469,How does IT identity affect individuals’ use behaviors associated with personal health devices (PHDs)? An empirical study
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720619302101,A resource-based perspective of value generation through enterprise architecture management
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720617308406,Mitigating resource dependence on internet visibility providers: Exploring complementarity effects in the positioning of small hotels on online intermediaries
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S037872061730770X,The role of perceived integration in WeChat usages for seeking information and sharing comments: A social capital perspective
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720619302095,How does scarcity promotion lead to impulse purchase in the online market? A field experiment
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720618301599,The effect of Fair information practices and data collection methods on privacy-related behaviors: A study of Mobile apps
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720617302677,Why do citizens participate on government social media accounts during crises? A civic voluntarism perspective
"Volume 58, Issue 1",21-Jan,https://www.sciencedirect.com/science/article/pii/S0378720617307887,Mediation role of business value and strategy in firm performance of organizations using software-as-a-service enterprise applications
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303360,Editorial Board
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303062,The bittersweet escape to information technology: An investigation of the stress paradox of social network sites
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303013,Information Management Challenges and the Adverse Consequences of Using Reverse Auctions
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303104,Disentangling the effects of efficacy-facilitating informational support on health resilience in online health communities based on phrase-level text analysis
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303074,Assessing cloud computing value in firms through socio-technical determinants
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303050,Competitive Pricing Strategies for Software and SaaS Products
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303086,"Herd behavior in social media: The role of Facebook likes, strength of ties, and expertise"
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303207,Managerial responses to online reviews under budget constraints: Whom to target and how
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303244,Supply chain information integration and its impact on the operational performance of manufacturing firms in Malaysia
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303268,"Gazing at the stars is not enough, look at the specific word entropy, too!"
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303232,The emergence of a Fintech Ecosystem: A case study of the Vizag Fintech Valley in India
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303219,EHR application portfolio and hospital performance: Effects across hospitals with varying administrative scale and clinical complexity
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S037872062030327X,The dual role of IT capabilities in the development of digital products and services
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303281,Omnichannel retailing: The role of situational involvement in facilitating consumer experiences
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303256,Predicting shareholder litigation on insider trading from financial text: An interpretable deep learning approach
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720620303293,Does it pay to align a firm’s competitive strategy with its industry IT strategic role?
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618310516,Can online user reviews be more helpful? Evaluating and improving ranking approaches
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618303458,Research on radical innovation implementation through knowledge reuse based on knowledge flow: A case study on academic teams
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618310772,An imposed etic approach with Schwartz polar dimensions to explore cross-cultural use of social network services
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720619300394,Designing scalability in required in-class introductory college courses
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618302982,Impact of technostress on productivity from the theoretical perspective of appraisal and coping processes
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618305755,Dual effects of social support seeking in patient-centric online healthcare communities: A longitudinal study
"Volume 57, Issue 8",20-Dec,https://www.sciencedirect.com/science/article/pii/S037872061930031X,Back to the future: Actualizing technology affordances to transform Emperor Qin’s terracotta warriors Museum
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620303141,Editorial Board
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620302871,What reveals about depression level? The role of multimodal features at the level of interview questions
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620302810,An examination of the diffusion of prepaid mobile telephony in selected emerging markets and developing economies
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620302962,The differential impact of types of app innovation on customer evaluation
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S037872062030286X,Discovering event episodes from sequences of online news articles: A time-adjoining frequent itemset-based clustering method
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620302998,The role of information governance in big data analytics driven innovation
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620302974,Assessing the product review helpfulness: Affective-Cognitive evaluation and the moderating effect of feedback mechanism
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620303049,The impact of psychological contract under- and over-fulfillment on client citizenship behaviors in Enterprise systems projects: From the client’s perspective
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620303037,Big data and firm performance: The roles of market-directed capabilities and business strategy
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720620303025,"Firm actions, user engagement, and firm performance: A mediated model with evidences from internet service firms"
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618307754,One size does not fit all: Rethinking recognition system design for behaviorally heterogeneous online communities
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618303811,A social recommendation approach for reward-based crowdfunding campaigns
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618308139,Moral obligation in online social interaction: Clicking the “like” button
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S037872061830185X,Market reaction to the announcement of an information technology investment: Evidence from Indonesia
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720617304846,What drives trust transfer from web to mobile payment services? The dual effects of perceived entitativity
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618307274,How does social network diversity affect users’ lurking intention toward social network services? A role perspective
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720617307231,Impact of a firm’s physical and knowledge capital intensities on its selection of a cloud computing deployment model
"Volume 57, Issue 7",20-Nov,https://www.sciencedirect.com/science/article/pii/S0378720619304665,Impact of IT integration on the firm’s knowledge absorption and desorption
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302925,Editorial Board
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302561,"Understanding How People Select Social Networking Services: Media Trait, Social Influences and Situational Factors"
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302524,What Are We Talking About When We Talk About Technology Pivots? – A Delphi Study
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302718,Cybersecurity vulnerability management: A conceptual ontology and cyber intelligence alert system
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302731,Task support of electronic patient care report (ePCR) systems in emergency medical services: An elaboration likelihood model lens
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302585,Does the source of external knowledge matter? Examining the role of customer co-creation and partner sourcing in knowledge creation and innovation
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302573,"See now, act now: How to interact with customers to enhance social commerce engagement?"
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S037872062030272X,Risk factors of enterprise internal control under the internet of things governance: A qualitative research approach
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302792,Complements and substitutes in online product recommendations: The differential effects on consumers’ willingness to pay
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302822,Better the devil you know: Inter-organizational information technology and network social capital in coopetition networks
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302834,Resolving paradoxes in IT success through IT ambidexterity: The moderating role of uncertain environments
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302846,“What can I(S) do for you?”: How technology enables service providers to elicit customers’ preferences and deliver personalized service
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720620302858,Customers’ learning process during product customization: The case of online configuration tool kits
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618301629,Outsourcing success in the eye of the beholder: Examining the impact of expectation confirmation theory on IT outsourcing
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618304075,Understanding users’ dynamic behavior in a free trial of IT services: A three-stage model
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720617309928,Gaming the system: The effects of social capital as a resource for virtual team members
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618305913,Inadequate Information Systems and Organizational Citizenship Behavior
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618304361,Examining end users’ ability to select business services: A conceptual framework and an empirical study
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618308449,Variation in the effect of system usage and individual impact: A meta-regression of empirical findings
"Volume 57, Issue 6",20-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618309212,Online review manipulation by asymmetrical firms: Is a firm’s manipulation of online reviews always detrimental to its competitor?
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720620302639,Editorial Board
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720620302548,Tribute to Professor Edgar H. Sibley and his contributions to the IS discipline
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618308437,Robot acceptance model for care (RAM-care): A principled approach to the intention to use care robots
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618310280,Experiencing immersive virtual reality in museums
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720617310595,Online service qualities in the multistage process and patients’ compliments: A transaction cycle perspective
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618307444,Managers’ noticing of new organizational IT and influences of IT attributes
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618306888,Physician voice characteristics and patient satisfaction in online health consultation
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618300053,Pathways to being CIO: The role of background revisited
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720617301313,Effects of the design of mobile security notifications and mobile app usability on users’ security perceptions and continued use intention
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618303197,Strategy archetypes for digital transformation: Defining meta objectives using business process management
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618307742,IT vendors’ legitimation strategies and market share: The case of EMR systems
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720620302597,Editorial on International Conference on Information Resources Management 2018
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618307390,Recognizing CEO personality and its impact on business performance: Mining linguistic cues from social media
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618307183,How mood affects the stock market: Empirical evidence from microblogs
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618307377,Industry classification with online resume big data: A design science approach
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S037872061830702X,To outsource or not: The impact of information leakage risk on information security strategy
"Volume 57, Issue 5",20-Jul,https://www.sciencedirect.com/science/article/pii/S0378720618307365,What drives the sales of paid knowledge products? A two-phase approach
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S037872062030238X,Editorial Board
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720618306918,Evolution of information systems research: Insights from topic modeling
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720618310231,Exploring the conditions of success in e-libraries in the higher education context through the lens of the social learning theory
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720617308613,Hierarchical business value of information technology: Toward a digital innovation value chain
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720616302427,Looking at both sides of relationship dynamics in virtual communities: A social exchange theoretical lens
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720618303707,Tacit knowledge sharing in IT R&D teams: Nonlinear evolutionary theoretical perspective
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720617307012,"Effects of sanctions, moral beliefs, and neutralization on information security policy violations across cultures"
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720617308078,Development and evaluation of a software-mediated process assessment method for IT service management
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720618306323,Mutual influences between message volume and emotion intensity on emerging infectious diseases: An investigation with microblog data
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720617308133,Mapping Sentiments to Themes of Customer reactions on Social Media during a Security Hack: A Justice Theory Perspective
"Volume 57, Issue 4",20-Jun,https://www.sciencedirect.com/science/article/pii/S0378720619301296,A text analytics framework for automated communication pattern analysis
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720620302299,Editorial Board
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720618301150,The effect of intention analysis-based fraud detection systems in repeated supply Chain quality inspection: A context of learning and contract
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720618308978,Manipulating user resistance to large-scale information systems through influence tactics
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720618308395,What drives public agencies to participate in open government data initiatives? an innovation resource perspective
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720617301672,Anger or fear? Effects of discrete emotions on employee’s computer-related deviant behavior
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720617308571,Examining the effects of social influence in pre-adoption phase and initial post-adoption phase in the healthcare context
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720618301915,Social media-based innovation: A review of trends and a research agenda
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720617306912,"Service quality, perceived value, and citizens’ continuous-use intention regarding e-government: Empirical evidence from China"
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720618303537,"IT centrality, IT management model, and contribution of the IT function to organizational performance: A study in Canadian hospitals"
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720617305839,Disentangling utilitarian and hedonic consumption behavior in online shopping: An expectation disconfirmation perspective
"Volume 57, Issue 3",20-Apr,https://www.sciencedirect.com/science/article/pii/S0378720618305901,How social-media-enabled co-creation between customers and the firm drives business value? The perspective of organizational learning and social Capital
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720620300987,Editorial Board
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720617301453,How do knowledge management resources and capabilities pay off in short term and long term?
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720618303793,Toward a refined conceptualization of IS discontinuance: Reflection on the past and a way forward
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720617309394,How to perform and report an impactful analysis using partial least squares: Guidelines for confirmatory and explanatory IS research
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720618301022,Exploring the relationship between big data analytics capability and competitive performance: The mediating roles of dynamic and operational capabilities
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720619305117,Do (how) digital natives adopt a new technology differently than digital immigrants? A longitudinal study
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720618305202,An elaboration likelihood model of consumer respond action to facebook second-hand marketplace: Impulsiveness as a moderator
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720618302295,Building social translucence in a crowdsourcing process: A case study of Miui.com
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720619303337,Machines as teammates: A research agenda on AI in team collaboration
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720618302805,"The relation between BPM culture, BPM methods, and process performance: Evidence from quantitative field studies"
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720617307668,How behaviors on social network sites and online social capital influence social commerce intentions
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720619309371,Corrigendum to “Deploying internal knowledge portals: Three major challenges” [Inf. Manage. 54 (4) 491–505]
"Volume 57, Issue 2",20-Mar,https://www.sciencedirect.com/science/article/pii/S0378720619310249,Corrigendum to “On the time lag of the effect of network position on service performance in software service networks” [Inf. Manage. 56 (7) (2015) 103149]
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720619311978,Editorial Board
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720619310687,Big data and business analytics: A research agenda for realizing business value
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617309072,‘Big time’: An examination of temporal complexity and business value in analytics
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617309254,Business analytics for strategic management: Identifying and assessing corporate challenges via topic modeling
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617308856,Business value of big data analytics: A systems-theoretic approach and empirical test
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617308765,Acceptance of text-mining systems: The signaling role of information quality
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617308662,Leveraging internet of things and big data analytics initiatives in European and American firms: Is data quality a way to extract business value?
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617308649,Factors influencing effective use of big data: A research framework
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617308522,Actualizing big data analytics affordances: A revelatory case study
N/A,N/A,https://www.sciencedirect.com/science/article/pii/S0378720617309229,Dissecting emotion and user influence in social media communities: An interaction modeling approach
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720619310201,Editorial Board
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720617303610,Enabling knowledge diversity to benefit cross-functional project teams: Joint roles of knowledge leadership and transactive memory system
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720617304056,Perceived argument quality's effect on threat and coping appraisals in fear appeals: An experiment and exploration of realism check heuristics
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618303446,"Competition matters! Self-efficacy, effort, and performance in crowdsourcing teams"
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720617307188,Promoting crowdfunding with lottery: The impact on campaign performance
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618306645,Impact of the usage of social media in the workplace on team and employee performance
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720617307401,Conceptualizing task-technology fit and the effect on adoption – A case study of a digital textbook service
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720617302768,Impacts of case-based health knowledge system in hospital management: The mediating role of group effectiveness
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618302155,Motivation crowding in online product reviewing: A qualitative study of amazon reviewers
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S037872061630307X,Should firms invest in social commerce? An integrative perspective
"Volume 56, Issue 8",19-Dec,https://www.sciencedirect.com/science/article/pii/S0378720618301484,Enterprise social networking usage as a moderator of the relationship between work stressors and employee creativity: A multilevel study
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720619308183,Editorial Board
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720616302713,The mechanism through which members with reconstructed identities become satisfied with a social network community: A contingency model
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720617300964,The influence of role stress on self-disclosure on social networking sites: A conservation of resources perspective
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618302507,Is online multiple-stores cooperative promotion better than single-store promotion? Misprediction from evaluation mode
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618301459,On the time lag of the effect of network position on service performance in software service networks
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S037872061830017X,Easy come or easy go? Empirical evidence on switching behaviors in mobile payment applications
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720618300739,"Predicting employee information security policy compliance on a daily basis: The interplay of security-related stress, emotions, and neutralization"
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720617302987,Harnessing business analytics value through organizational absorptive capacity
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S037872061731073X,Does “Being There” Matter? The Impact of Web-Based and Virtual World’s Shopping Experiences on Consumer Purchase Attitudes
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720617301027,Perceived fit between green IS and green SCM: Does it matter?
"Volume 56, Issue 7",19-Nov,https://www.sciencedirect.com/science/article/pii/S0378720617307644,Do perceived use contexts influence usage behavior? An instrument development of perceived use context
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720619306962,Editorial Board
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720619306974,Publisher's Note
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618301472,Do IT freelancers increase their entrepreneurial behavior and performance by using IT self-efficacy and social capital? Evidence from Bangladesh
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S037872061730945X,Refining and extending task–technology fit theory: Creation of two task–technology fit scales and empirical clarification of the construct
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618302854,Role of big data management in enhancing big data decision-making capability and quality among Chinese firms: A dynamic capabilities view
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S037872061731039X,How social media usage affects employees’ job satisfaction and turnover intention: An empirical study in China
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720617308418,Enterprise system programs: Goal setting and cooperation in the integration team
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618300399,Digital natives’ coping with loneliness: Facebook or face-to-face?
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S037872061731056X,Alone or together? Exploring the role of desire for online group gaming in players’ social game addiction
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720617304561,The effects of business systems leveraging on supply chain performance: Process innovation and uncertainty as moderators
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720617300836,Espoused organizational culture values as antecedents of internet technology adoption in an emerging economy
"Volume 56, Issue 6",19-Sep,https://www.sciencedirect.com/science/article/pii/S0378720618300119,Recommendation strategies in personalization applications
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720619304914,Editorial Board
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S037872061730811X,Using social power and influence to mobilise the supply chain into knowledge sharing: A case in insurance
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720618301277,Understanding the success of strategic IT benchmarking—Exploring the role of the individual level
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720618303896,A dual-attitude model of system use: The effect of explicit and implicit attitudes
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S037872061730229X,The faster the better? Innovation speed and user interest in open source software
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S037872061830435X,Information security breaches and IT security investments: Impacts on competitors
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720617306778,Falsifying and withholding: exploring individuals’ contextual privacy-related decision-making
"Volume 56, Issue 5",Pages 625-766 (July 2019),https://www.sciencedirect.com/science/article/pii/S0378720617303002,Predicting web site audience demographics using content and design cues
