Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
"Responsible AI Design: The Authenticity, Control, Transparency Theory",2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/6,No Abstract,Andrea Rivera,"University of Hawaii, Manoa"
"Responsible AI Design: The Authenticity, Control, Transparency Theory",2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/6,No Abstract,Kaveh Abhari,San Diego State University
"Responsible AI Design: The Authenticity, Control, Transparency Theory",2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/6,No Abstract,Bo Xiao,University of Hawaii at Manoa
What Goals Drive Employees’ Information Systems Security Behaviors? A Mixed Methods Study of Employees’ Goals in the Workplace,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/5,No Abstract,Sebastian Schuetz,University of Colorado Boulder
What Goals Drive Employees’ Information Systems Security Behaviors? A Mixed Methods Study of Employees’ Goals in the Workplace,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/5,No Abstract,Heiko Gewald,Neu-Ulm University of Applied Sciences
What Goals Drive Employees’ Information Systems Security Behaviors? A Mixed Methods Study of Employees’ Goals in the Workplace,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/5,No Abstract,Allen Johnston,University of Alabama
What Goals Drive Employees’ Information Systems Security Behaviors? A Mixed Methods Study of Employees’ Goals in the Workplace,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/5,No Abstract,Jason Bennett Thatcher,University of Colorado Boulder
CIO Structural Power and Corporate Social Performance,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/4,No Abstract,Cong Feng,University of Mississippi
CIO Structural Power and Corporate Social Performance,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/4,No Abstract,Pankaj C. Patel,Villanova University
CIO Structural Power and Corporate Social Performance,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/4,No Abstract,Scott Fay,Syracuse University
CIO Structural Power and Corporate Social Performance,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/4,No Abstract,Huigang Liang,University of Memphis
Unlocking the Power of User Tie Strength: A Multistudy on Cross-Platform Content Sharing Behaviors,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/3,No Abstract,Jie Su,Wuhan University
Unlocking the Power of User Tie Strength: A Multistudy on Cross-Platform Content Sharing Behaviors,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/3,No Abstract,Xin (Robert) Luo,University of New Mexico
Unlocking the Power of User Tie Strength: A Multistudy on Cross-Platform Content Sharing Behaviors,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/3,No Abstract,Han Li,University of New Mexico
Unlocking the Power of User Tie Strength: A Multistudy on Cross-Platform Content Sharing Behaviors,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/3,No Abstract,Haowen Xiao,Hainan University
From Links to Likes: Evidence From a Social Commerce Platform,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/2,No Abstract,Xiaoye Cheng,University of Delaware
From Links to Likes: Evidence From a Social Commerce Platform,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/2,No Abstract,Hillol Bala,Indiana University
From Links to Likes: Evidence From a Social Commerce Platform,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/2,No Abstract,Xue (Jane) Tan,Southern Methodist University
GASP: A Graph Augmentation-Based Approach for Sign Prediction of Ties in Social Networks,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/1,No Abstract,Mukul Gupta,Indian Institute of Management Indore
GASP: A Graph Augmentation-Based Approach for Sign Prediction of Ties in Social Networks,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/1,No Abstract,Samrat Gupta,Indian Institute of Management Ahmedabad / University of Agder
GASP: A Graph Augmentation-Based Approach for Sign Prediction of Ties in Social Networks,2025,Issue 5,https://aisel.aisnet.org/jais/vol26/iss5/1,No Abstract,Giri Kumar Tayi,"University at Albany, SUNY"
